prim_conv_id_me4_05                   memory        0        000A8800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me4_06               memory        0        000A9000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me4_06               memory        0        000A9400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me4_06                   memory        0        000A9800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me4_07               memory        0        000AA000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me4_07               memory        0        000AA400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me4_07                   memory        0        000AA800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me4_08               memory        0        000AB000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me4_08               memory        0        000AB400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me4_08                   memory        0        000AB800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me4_09               memory        0        000AC000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me4_09               memory        0        000AC400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me4_09                   memory        0        000AC800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me1n_03              memory        0        000AD000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me1n_03              memory        0        000AD400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_th_cor_me1n_03              memory        0        000AD800           000000000000003f        1           1            Primitive converter theta correction LUT
prim_conv_id_me1n_03                  memory        0        000ADC00           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me1n_06              memory        0        000AE000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me1n_06              memory        0        000AE400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me1n_06                  memory        0        000AE800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me1n_09              memory        0        000AF000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me1n_09              memory        0        000AF400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me1n_09                  memory        0        000AF800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me2n_03              memory        0        000B0000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me2n_03              memory        0        000B0400           000000000000003f        1           1            Primitive converter theta LUT
