lb_memory                       memory        0        00000000           ffffffffffffffff        1           1            loopback memory area
prim_conv_params_me3n_09        memory        1        00233000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me3n_09        memory        1        00233400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me3n_09            memory        1        00233800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me4n_03        memory        1        00234000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me4n_03        memory        1        00234400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me4n_03            memory        1        00234800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me4n_09        memory        1        00235000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me4n_09        memory        1        00235400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me4n_09            memory        1        00235800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
ptlut_mem                       memory        1        00280000           0003ffff0003ffff        1           1            PT LUT access memory area
ptlut_addr                      memory        1        00282000           000000001fffffff        1           1            PT LUT access address area
ext_pll_config_word                   memory        0        0001001C           ffffffff                1           1           external PLL configuration word
ext_pll_unlock_cnt                    memory        0        00010020           0000ffff                1           0           PLL unlock counter
ext_pll_lock                          memory        0        00010020           00010000                1           0           PLL lock status
ext_pll_hold                          memory        0        00010020           00020000                1           0           PLL hold status
ext_pll_los                           memory        0        00010020           00040000                1           0           PLL loss of signal
ext_pll_en                            memory        0        00010020           00080000                1           0           PLL enable configuration
ext_pll_done                          memory        0        00010020           00100000                1           0           PLL done configuration
lhc_clk_cnt                           memory        0        00010024           ffffffff                1           0           LHC clock counter
ext_pll_clk_cnt                       memory        0        00010028           ffffffff                1           0           PLL clock counter
bc0_period_cnt                        memory        0        0001002C           00000fff                1           0           BC0 period counter value
resync_cnt                            memory        0        0001002C           fffff000                1           0           Resync counter value
ctl_fpga_fw_sec                       memory        0        00010030           0000003f                1           0           Control FPGA Firmware timestamp, sec
ctl_fpga_fw_min                       memory        0        00010030           00000fc0                1           0           Control FPGA Firmware timestamp, min
ctl_fpga_fw_hour                      memory        0        00010030           0001f000                1           0           Control FPGA Firmware timestamp, hour
ctl_fpga_fw_year                      memory        0        00010030           007e0000                1           0           Control FPGA Firmware timestamp, year (add 2000)
ctl_fpga_fw_month                     memory        0        00010030           07800000                1           0           Control FPGA Firmware timestamp, month
ctl_fpga_fw_day                       memory        0        00010030           f8000000                1           0           Control FPGA Firmware timestamp, day
flash_timer_rst                       memory        0        00010000           00000000                0           1           Flash timer reset
flash_babeface                        memory        0        00010000           ffffffff                1           0           hardcoded 0xbabeface
flash_address                         memory        0        00010004           07ffffff                1           1           Flash address
flash_data                            memory        0        00010008           0000ffff                1           1           Flash data
flash_core_config_start               memory        0        0001000C           00000001                1           1           Core FPGA configuration start
flash_core_unconfig                   memory        0        0001000C           00000004                0           1           Core FPGA unconfigure
flash_core_init                       memory        0        0001000C           00000002                1           0           Core FPGA INIT signal
flash_core_done                       memory        0        0001000C           00000004                1           0           Core FPGA DONE signal
flash_core_config_sm_completed        memory        0        0001000C           00000008                1           0           Core FPGA config state machine completed
flash_core_fw_start                   memory        0        00010010           07ffffff                1           0           Core FPGA firmware start address in Flash
flash_cnt_fw_start                    memory        0        00010014           07ffffff                1           0           Control FPGA firmware start address in Flash
flash_core_config_sm_state            memory        0        00010018           0000000f                1           0           Core FPGA config state machine state
flash_icap_word                       memory        0        00010018           ffffffff                0           1           ICAP write word, used to reconfigure Control FPGA
gth_rst                               memory        0        00000000           00000001                1           1           GTH reset
inject_test_data                      memory        0        00000000           00000002                1           1           inject test data
spy_mem_rst                           memory        0        00000000           00000004                1           1           spy memory reset
ptlut_clk_rst                         memory        0        00000000           00000008                1           1           reset PT LUT clock manager
ptlut_chips_rst                       memory        0        00000000           00000010                1           1           reset PT LUT memory ICs
ptlut_mrs_cmd                         memory        0        00000000           00000020                1           1           PT LUT MRS command
ptlut_write_cmd                       memory        0        00000000           00000040                1           1           PT LUT write command
ptlut_read_cmd                        memory        0        00000000           00000080                1           1           PT LUT read command
ptlut_dbdel_clk_en                    memory        0        00000000           00000400                1           1           PT LUT data bus delays clock enable
ptlut_dbdel_ld                        memory        0        00000000           00001000                1           1           PT LUT data bus delays load
ptlut_dbdel_rst                       memory        0        00000000           00002000                1           1           PT LUT data bus delays reset
gth_rx_buf_rst                        memory        0        00000000           00008000                1           1           GTH RX buffers reset
latency_test_en                       memory        0        00000000           00010000                1           1           Enable Latency test
daq_rst                               memory        0        00000000           00020000                1           1           DAQ module reset
link_id_me1a_02                       memory        0        00000008           000003ff                1           0           Link ID
link_id_me1a_03                       memory        0        00000008           000ffc00                1           0           Link ID
link_id_me1a_04                       memory        0        00000008           3ff00000                1           0           Link ID
link_id_me1a_05                       memory        0        0000000C           000003ff                1           0           Link ID
link_id_me1a_06                       memory        0        0000000C           000ffc00                1           0           Link ID
link_id_me1a_07                       memory        0        0000000C           3ff00000                1           0           Link ID
link_id_me1a_08                       memory        0        00000010           000003ff                1           0           Link ID
link_id_me1a_09                       memory        0        00000010           000ffc00                1           0           Link ID
link_id_me1b_02                       memory        0        00000010           3ff00000                1           0           Link ID
link_id_me1b_03                       memory        0        00000014           000003ff                1           0           Link ID
link_id_me1b_04                       memory        0        00000014           000ffc00                1           0           Link ID
link_id_me1b_05                       memory        0        00000014           3ff00000                1           0           Link ID
link_id_me1b_06                       memory        0        00000018           000003ff                1           0           Link ID
link_id_me1b_07                       memory        0        00000018           000ffc00                1           0           Link ID
link_id_me1b_08                       memory        0        00000018           3ff00000                1           0           Link ID
link_id_me1b_09                       memory        0        0000001C           000003ff                1           0           Link ID
link_id_me2_02                        memory        0        0000001C           000ffc00                1           0           Link ID
link_id_me2_03                        memory        0        0000001C           3ff00000                1           0           Link ID
link_id_me2_04                        memory        0        00000020           000003ff                1           0           Link ID
link_id_me2_05                        memory        0        00000020           000ffc00                1           0           Link ID
